,assgNo,fixcount,firstPassCnt,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,nRegressFrom,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,nWordsInTitle
4451,137,1,1,1,1,278,199,199,259,77.4209,274.0,97.6524,34.6302,55.6529,199,199.0,0,0,0,696,0.1432,0.1617,0.0248,6
7079,215,1,1,1,1,0,99,99,199,147.085,152.0995,127.0354,11.8849,27.8657,119,119.0,2,3380,0,278,0.0443,0.1708,0.0214,6
5417,163,1,1,0,1,219,239,239,199,141.508,218.8024,116.619,28.0401,31.1809,239,239.0,0,0,0,0,0.0152,0.0267,0.026,6
3120,95,1,1,1,0,219,319,319,279,98.0778,340.1092,124.7397,27.7354,19.6596,319,319.0,0,0,0,0,0.4576,-0.0089,0.058,4
7862,242,1,1,1,0,159,139,139,298,173.3818,179.8249,136.7955,45.6317,40.8044,139,139.0,0,0,0,0,0.0428,0.2213,0.0317,3
9540,294,1,1,1,0,139,99,99,159,602.8474,315.3811,617.9773,20.9881,28.0713,99,99.0,0,0,0,0,0.2306,0.6081,0.0166,7
8802,278,1,1,0,1,139,139,139,258,271.8607,155.4638,211.0095,56.1093,65.2763,139,139.0,1,2107,0,0,0.1788,0.1788,0.0185,9
5311,160,2,2,1,1,179,159,278,258,269.8453,88.0696,274.8709,38.0821,57.6043,278,139.0,0,0,0,1212,0.0127,0.2022,0.0686,4
1106,33,1,1,0,1,119,159,159,258,481.0751,178.5343,275.1818,208.0727,195.8552,159,159.0,1,278,0,2231,0.1189,0.1819,0.0208,7
8235,256,1,1,1,0,99,99,99,179,169.3259,81.5751,157.156,18.7883,11.8533,99,99.0,0,0,0,198,0.2319,0.3344,0.0085,8
10049,307,1,1,1,0,80,139,139,259,95.1315,312.9077,77.7817,21.783,38.0296,139,139.0,0,0,0,0,0.1452,0.2672,0.027,3
9103,286,1,1,1,1,258,199,199,239,192.3441,365.5578,126.1428,61.0123,60.533,199,199.0,2,2146,1,1907,0.1017,0.1167,0.0221,6
6543,194,2,2,1,1,99,80,179,99,628.0072,108.6393,527.0949,98.1186,123.5162,179,89.5,2,1033,1,676,0.1361,0.2781,0.0181,6
6288,185,1,1,1,0,179,139,139,99,382.3562,271.8993,465.0011,88.0412,102.5305,139,139.0,0,0,0,139,0.404,0.404,0.0206,7
4804,148,1,1,0,1,139,179,179,99,196.7905,114.5622,159.0283,38.5811,31.5317,179,179.0,0,0,0,0,0.2196,0.3161,0.0102,6
10645,327,1,1,1,0,99,99,99,139,161.311,305.3936,177.5894,12.5897,23.4094,99,99.0,0,0,0,0,0.0572,0.0572,0.0315,8
709,22,2,2,0,1,179,99,218,139,201.8143,100.6591,60.0167,136.6318,137.6154,218,109.0,1,6938,0,1191,0.0771,0.0751,0.0131,6
1696,52,2,1,1,1,258,119,119,139,151.4414,175.9638,192.5747,59.927,41.7433,278,139.0,1,3239,0,0,0.1871,0.1206,0.0244,4
9052,284,1,1,0,1,259,199,199,139,825.9546,439.1506,905.9415,100.1299,95.3415,199,199.0,0,0,1,1470,0.1617,0.5117,0.0233,5
7594,233,3,3,1,0,119,179,477,139,187.0167,179.0447,108.1665,77.0146,67.3573,477,159.0,1,795,1,954,0.1107,0.6557,0.1818,5
3361,102,1,1,1,0,99,99,99,119,199.6509,414.9584,264.7508,70.5762,68.9656,99,99.0,0,0,0,0,-0.05,0.237,0.0177,9
5010,153,2,2,1,0,99,139,238,119,235.604,134.0233,233.0536,6.8007,97.751,238,119.0,0,0,0,238,0.1056,0.1056,0.0199,7
5426,163,1,1,1,0,179,139,139,80,104.2029,196.8712,18.9737,92.2198,89.3588,139,139.0,0,0,0,0,0.1467,0.6357,0.0151,5
8091,252,2,2,1,0,179,159,278,358,302.5004,152.2104,230.3671,73.9797,35.2598,278,139.0,0,0,1,0,0.1413,0.4663,0.0869,4
5954,177,1,1,0,1,159,199,199,298,93.0121,209.1997,70.0643,20.025,26.9258,199,199.0,0,0,0,0,0.1126,0.2086,0.0311,3
7824,240,2,1,1,1,80,119,119,139,174.747,179.2261,84.4808,101.1595,92.5054,279,139.5,1,139,0,398,-0.0204,-0.1074,0.0266,7
1731,54,1,1,1,1,99,80,80,99,202.0,213.3928,109.3298,95.9401,93.5053,80,80.0,0,0,0,0,0.0858,0.2544,0.0132,6
3826,122,1,2,1,1,219,99,218,80,166.527,398.0314,258.4879,106.5188,107.4349,139,139.0,1,299,0,0,0.2428,0.2428,0.0247,7
3646,113,2,2,1,0,99,199,298,199,150.0408,199.0628,118.7013,69.9035,37.3631,298,149.0,0,0,0,934,0.164,0.406,0.0857,6
4228,134,1,2,0,1,258,139,278,219,809.7711,112.5178,840.7312,28.3769,34.0588,219,219.0,0,0,0,0,-0.0385,0.03,0.0113,6
5,1,1,1,1,0,139,239,239,258,221.6269,668.9516,51.0882,164.5144,156.289,239,239.0,0,0,0,0,0.145,0.1965,0.0312,7
5584,166,1,1,1,0,179,80,80,139,420.9825,394.5155,484.4337,72.8097,54.1503,80,80.0,0,0,0,0,0.269,0.162,0.006,8
5047,153,3,3,1,0,179,159,656,0,107.042,0.0,65.0,46.76,46.179,656,218.6667,0,0,0,0,0.5746,0.5746,0.0547,7
2555,78,1,1,1,1,199,339,339,179,122.4091,75.0067,171.843,49.5227,53.0212,20,20.0,1,12432,1,1016,0.0675,1.4375,0.0005,5
8073,251,1,1,1,0,139,258,258,139,107.0187,113.1382,117.652,38.0132,32.8824,258,258.0,0,0,0,0,0.0073,0.2033,0.0534,4
8353,261,1,1,0,1,179,80,80,80,122.0,273.4273,61.8142,71.0211,89.56,80,80.0,1,458,0,0,0.3339,0.2919,0.0131,4
4127,132,1,1,1,1,239,139,139,239,136.5229,888.1319,86.4696,50.2021,65.622,80,80.0,2,3363,0,359,0.2045,0.55,0.0095,6
8561,271,1,1,1,0,99,159,159,179,165.7264,175.6082,91.022,76.787,73.1095,159,159.0,0,0,0,0,0.3122,0.3302,0.0282,4
1422,43,1,1,0,0,179,99,99,119,363.1202,147.4491,316.0142,57.4826,52.0024,99,99.0,2,1790,0,139,0.0807,0.4827,0.0082,5
6822,204,2,2,1,0,80,139,278,99,159.914,108.9036,93.0,67.537,55.599,278,139.0,0,0,1,278,0.2109,0.3229,0.0575,4
2738,83,1,1,1,1,259,199,199,159,113.1923,103.0194,81.3941,77.026,106.6689,199,199.0,0,0,1,159,0.3645,1.3035,0.0199,4
9838,303,1,1,1,1,119,179,179,80,127.6754,1242.2973,37.3363,94.9645,102.2668,119,119.0,2,1212,0,119,0.2395,0.2635,0.0233,4
7160,219,1,1,1,0,80,139,139,80,167.2872,181.7175,89.0225,80.9599,97.719,139,139.0,0,0,0,0,0.0766,0.0886,0.0221,5
4772,147,2,2,1,0,139,99,179,139,161.9359,116.5204,202.7042,51.6188,47.5395,179,89.5,0,0,0,0,0.3581,0.4201,0.0406,4
666,21,1,1,1,1,159,119,119,159,131.5485,107.8378,34.0147,95.9231,92.4446,100,100.0,1,497,1,100,0.1786,0.4941,0.0093,6
3583,111,1,1,1,1,119,159,159,278,177.3055,581.5325,189.8341,95.6151,109.4646,159,159.0,0,0,0,278,0.5605,0.374,0.0256,5
3192,98,1,1,1,0,299,319,319,20,112.5711,140.788,106.3203,18.5068,66.2118,319,319.0,0,0,0,279,0.0986,0.4221,0.0225,7
10782,332,1,1,1,0,80,139,139,139,158.1305,139.5797,219.4767,64.5949,49.7393,139,139.0,0,0,0,0,0.204,0.1515,0.031,5
214,6,1,1,0,1,259,159,159,258,487.0503,119.5094,381.0328,101.1496,84.1576,159,159.0,1,258,0,0,0.059,0.126,0.0214,6
3533,109,1,1,1,0,179,159,159,80,376.3313,157.7791,276.4218,99.1817,102.6511,159,159.0,0,0,0,299,0.105,0.1645,0.0398,8
8650,275,1,1,1,0,179,80,80,139,122.4949,457.5423,174.0402,52.1177,60.4028,80,80.0,0,0,0,80,0.0073,0.0918,0.0108,7
7391,226,3,3,0,1,119,139,338,99,24.8697,180.2339,54.2033,63.6396,125.1899,338,112.6667,0,0,0,0,-0.0562,0.0743,0.0413,5
7949,246,1,2,1,1,119,159,298,179,1343.2275,1200.49,224.0558,9.0,6.8007,100,100.0,1,3478,0,100,0.0968,0.0968,0.0171,6
956,29,2,2,0,1,100,99,238,616,167.0,0.0,154.1168,15.4434,23.0868,238,119.0,0,0,0,0,0.0974,0.0974,0.0814,5
4939,150,1,1,1,0,139,80,80,159,114.6091,88.2525,67.1863,48.8365,52.6165,278,278.0,0,0,1,278,0.2586,0.4966,0.025,4
284,9,1,1,1,0,99,378,378,179,580.9038,94.4524,676.8345,88.1717,121.4928,378,378.0,0,0,0,0,0.1744,0.1994,0.0485,7
1389,43,1,1,0,0,99,238,238,99,148.5034,652.0276,80.6536,77.5387,58.228,238,238.0,0,0,0,0,0.0387,0.1037,0.0197,9
8154,255,2,2,1,0,99,199,298,259,211.0906,151.0406,276.2191,66.5019,48.1664,298,149.0,0,0,0,0,0.2564,0.2119,0.0362,6
3443,105,1,1,0,1,99,398,398,179,139.4453,0.0,65.0692,80.0062,89.0084,199,199.0,0,0,0,796,0.1958,0.1958,0.0453,6
7223,221,1,1,1,1,139,100,100,159,140.3157,112.6998,156.3202,27.0647,30.9233,99,99.0,0,0,1,556,0.0951,0.1771,0.0223,7
5070,154,1,1,1,0,99,219,219,159,418.7317,199.0157,454.0099,40.2523,28.4429,219,219.0,0,0,0,0,0.1523,0.1933,0.0254,3
1937,61,1,1,0,1,99,80,80,159,395.5114,96.8814,309.2733,87.6926,91.5492,80,80.0,0,0,0,0,0.2339,0.2874,0.0064,9
5638,167,1,1,1,0,99,219,219,139,171.0592,127.1633,122.1475,49.135,59.1354,219,219.0,0,0,0,0,0.037,0.1955,0.0147,8
6019,178,2,2,1,0,139,139,278,238,474.3113,369.5487,500.8812,18.527,64.3758,278,139.0,0,0,0,0,0.0886,0.2561,0.0207,6
6139,181,2,2,1,0,219,179,398,239,81.7206,429.5975,48.0,38.9102,215.5145,398,199.0,0,0,0,0,0.0876,0.0811,0.0467,5
9683,298,1,1,0,1,99,119,119,238,300.1666,288.0156,246.0732,56.6326,51.1786,119,119.0,0,0,0,0,0.1541,0.4446,0.0176,8
2836,86,1,1,1,0,239,239,239,199,320.7437,210.402,381.0643,21.1009,39.5885,239,239.0,1,199,0,239,-0.5818,-0.2613,0.0271,7
4915,150,2,1,1,1,239,199,199,199,121.7508,193.0058,130.4837,165.5362,46.5108,457,228.5,1,516,1,278,0.0996,0.2116,0.0411,4
5008,153,1,1,0,1,219,259,259,159,181.2236,145.1981,217.1474,42.5118,44.7018,378,378.0,0,0,1,1015,0.0531,0.1056,0.0315,5
6312,186,1,1,1,0,139,179,179,258,318.0098,490.5928,308.0795,16.3248,23.3077,179,179.0,0,0,0,0,0.211,0.3765,0.091,7
5714,169,1,1,0,1,99,80,80,80,170.793,502.5062,128.0156,34.5254,30.8423,80,80.0,1,836,0,0,0.0845,0.033,0.01,5
4093,132,2,2,1,0,0,179,318,119,0.0,137.6635,0.0,69.5162,47.6366,318,159.0,0,0,0,0,0.061,0.131,0.0376,3
23,1,1,1,0,1,139,139,139,378,89.1586,150.0208,127.3185,88.285,82.9608,139,139.0,0,0,1,0,0.1695,0.3045,0.0182,3
8792,278,1,1,1,0,159,159,159,179,268.5168,130.9399,250.3917,21.5232,29.5846,159,159.0,0,0,0,0,0.1838,0.2133,0.0212,5
498,15,2,2,0,1,239,219,358,258,125.3635,100.8129,97.1854,32.0156,91.7197,358,179.0,0,0,0,0,0.1233,0.0608,0.0379,6
1102,33,1,1,1,0,259,199,199,199,160.0195,175.5007,286.81,155.0129,157.0127,199,199.0,0,0,0,796,0.0079,0.1819,0.0261,5
8566,271,1,1,1,0,80,139,139,99,122.3622,151.268,107.0,18.7417,12.5,139,139.0,0,0,0,0,0.3302,0.2727,0.0246,5
10749,330,1,1,1,0,199,239,239,139,159.2561,124.1008,57.4282,95.1972,97.0271,239,239.0,0,0,1,0,0.329,0.329,0.0505,4
3191,98,1,1,1,0,0,299,299,319,0.0,112.5711,0.0,89.627,73.6156,299,299.0,0,0,0,0,0.0986,0.4221,0.021,7
9927,305,1,1,1,0,119,100,100,99,246.5005,175.8444,152.0296,98.2866,98.9255,100,100.0,0,0,0,239,0.053,0.133,0.0162,8
8518,269,1,1,1,0,239,179,179,139,51.8773,149.1518,75.2861,33.6341,48.3994,179,179.0,0,0,0,0,0.0227,0.1132,0.04,5
8311,259,1,1,1,0,199,119,119,139,101.4901,175.7,62.2896,48.9923,58.0517,119,119.0,0,0,0,0,0.1039,0.2004,0.0223,4
6911,209,1,1,1,0,199,139,139,99,68.31,64.158,40.7063,60.21,52.9741,139,139.0,0,0,0,0,0.2713,0.2303,0.0443,3
2338,74,1,1,1,1,279,20,20,299,678.6019,53.4439,731.4479,22.1923,29.4109,20,20.0,0,0,0,0,-0.7208,-0.8588,0.0017,7
1833,57,1,1,1,0,139,219,219,179,280.2356,95.7627,360.8393,84.3342,84.8779,219,219.0,0,0,0,219,0.1628,0.1729,0.0244,4
3437,105,2,2,1,1,139,179,259,219,496.3839,384.5939,584.5083,86.0015,93.1719,337,168.5,0,0,0,1192,0.1443,0.1958,0.0767,7
8524,269,1,1,1,0,119,238,238,99,133.2151,67.9724,184.3909,41.2704,37.7127,238,238.0,0,0,0,0,-0.0003,0.4327,0.0532,6
8788,278,1,1,1,0,139,80,80,99,533.0553,1074.1036,675.0267,149.4824,137.4345,80,80.0,0,0,0,0,0.1308,0.2133,0.0107,4
6941,210,1,1,1,0,99,119,119,139,72.6722,84.061,113.719,35.0892,31.0846,119,119.0,1,139,0,119,0.1913,0.1058,0.0319,8
1610,49,2,2,1,1,119,99,238,139,100.3855,60.6486,63.5059,41.5933,61.0512,238,119.0,0,0,0,99,-0.0064,0.0831,0.0651,5
2936,89,1,1,1,1,259,179,179,299,143.0708,1120.8725,130.8625,34.1248,34.442,20,20.0,0,0,1,0,0.7122,2.1332,0.003,6
8710,276,1,1,1,0,159,119,119,139,61.7738,248.0811,108.0046,45.7056,28.0713,119,119.0,0,0,1,119,0.1448,0.0183,0.0209,4
3075,93,2,2,0,1,259,259,438,159,198.7285,530.7523,152.5549,42.5118,89.0421,438,219.0,0,0,0,0,0.1626,0.1626,0.0332,6
2755,84,1,1,1,1,0,140,140,20,0.0,100.7782,0.0,45.0999,22.8035,140,140.0,0,0,0,0,1.4252,1.4612,0.0339,5
1309,41,1,1,0,0,99,179,179,179,236.0763,797.0903,220.2748,16.3783,16.6883,179,179.0,1,1470,0,457,0.2202,0.2137,0.019,8
6043,179,1,1,1,0,179,179,179,219,123.0447,140.0036,43.4166,85.2115,86.6444,179,179.0,0,0,0,0,0.1961,0.2416,0.0192,4
5287,159,1,1,1,0,99,159,159,99,140.5222,91.9837,81.1234,82.3241,91.7347,159,159.0,1,258,0,378,0.1433,0.1433,0.0116,7
5861,174,2,2,1,0,139,179,298,239,45.467,169.0362,16.7631,48.7083,198.2076,298,149.0,0,0,1,378,0.15,0.127,0.03,6
3022,92,1,1,1,0,379,339,339,120,165.0242,85.3478,180.3358,46.306,53.3526,339,339.0,0,0,0,0,0.7876,2.3686,0.0446,3
9039,284,1,1,1,0,99,219,219,159,278.9521,80.6381,374.856,101.0792,92.7281,219,219.0,0,0,0,0,0.2277,0.3797,0.0256,7
6262,184,1,1,1,0,99,100,100,80,296.6243,145.4003,364.9658,59.6343,73.6699,100,100.0,0,0,0,0,-0.023,0.3695,0.0309,6
10173,310,3,3,1,0,99,99,259,139,365.7448,276.0888,422.4524,50.7986,25.9615,259,86.3333,0,0,0,0,0.1587,0.2032,0.0333,8
9733,300,1,1,1,0,0,199,199,139,0.0,364.1473,0.0,49.3964,46.4247,199,199.0,0,0,0,0,0.018,0.079,0.0622,3
6698,200,2,2,0,0,139,139,219,119,184.6652,200.2255,98.0051,91.0082,74.6676,219,109.5,0,0,0,0,0.0165,0.2751,0.0485,10
7435,227,2,2,1,0,99,139,278,139,78.7544,97.4166,91.3893,45.6974,39.8121,278,139.0,0,0,0,0,0.2347,0.1487,0.0265,8
6352,187,2,2,1,0,139,139,298,159,182.0234,212.059,110.0273,71.1372,119.0095,298,149.0,1,159,0,0,0.236,0.253,0.0437,9
1158,35,2,2,1,0,139,99,198,199,239.3141,64.158,209.6521,35.5985,25.2834,198,99.0,0,0,0,0,0.2638,0.3843,0.0413,6
10129,309,1,1,1,0,239,179,179,179,240.6502,128.5243,283.7199,43.9118,56.1471,179,179.0,0,0,0,0,-0.0703,0.0647,0.0212,8
4692,145,1,1,0,1,179,258,258,179,273.7417,154.0811,250.032,32.9014,21.225,258,258.0,1,914,0,179,-0.0593,-0.1683,0.0311,8
6101,180,1,1,1,0,199,179,179,179,184.481,304.2014,105.9292,72.0642,72.94,179,179.0,0,0,0,0,0.0311,0.1126,0.0173,5
1307,41,1,1,0,0,219,159,159,139,191.2126,440.1548,108.3374,91.214,79.9156,159,159.0,0,0,0,159,0.1837,0.2202,0.0169,6
407,12,1,1,1,0,199,99,99,139,112.3755,193.0058,73.9797,40.302,24.5153,99,99.0,0,0,0,0,0.2978,0.3083,0.0179,8
7102,216,1,1,1,1,139,99,99,99,138.5036,183.1427,133.1353,12.7475,9.5525,99,99.0,0,0,0,0,0.0721,0.0871,0.0231,3
2499,78,1,1,1,1,179,199,199,219,124.6004,260.0562,190.3733,69.7316,98.2344,199,199.0,2,17872,0,4343,-0.7975,0.2085,0.005,6
1304,41,1,1,0,0,179,119,119,199,113.1923,90.0056,31.305,119.4414,141.4258,119,119.0,0,0,0,119,0.2352,0.2202,0.0127,7
572,18,1,1,1,0,119,159,159,179,212.8057,466.2502,88.459,131.5466,104.1729,159,159.0,0,0,0,0,0.1043,0.1688,0.0262,5
3595,111,1,1,0,1,119,199,199,298,261.1384,210.535,255.0,33.0492,40.0281,199,199.0,0,0,0,0,0.58,0.8115,0.0321,7
6165,182,1,1,1,0,0,139,139,179,0.0,312.6088,0.0,21.9545,49.2468,139,139.0,0,0,0,0,-0.0769,0.0736,0.0172,8
7662,236,1,2,1,0,199,139,238,238,505.5022,212.9941,723.0443,217.5529,191.579,258,258.0,0,0,0,258,0.1846,0.3791,0.0259,5
3551,110,1,1,1,0,179,99,99,397,201.0622,505.6108,58.2151,143.0044,135.7663,99,99.0,0,0,0,0,0.38,0.439,0.0153,5
5702,169,1,1,1,0,199,139,139,139,72.1405,152.5664,29.7321,57.1161,65.5515,139,139.0,0,0,0,0,0.1245,0.1325,0.0174,5
8549,271,2,2,1,0,0,139,278,159,0.0,187.5613,0.0,49.8723,96.2873,278,139.0,0,0,0,0,-0.0188,0.1212,0.0492,5
6315,186,2,2,1,1,139,80,199,99,335.0082,100.0112,405.2468,74.0625,79.5629,199,99.5,0,0,0,0,0.3765,0.277,0.1012,5
3582,111,1,1,1,0,119,139,139,159,369.7465,177.3055,359.9069,28.2179,17.1026,119,119.0,0,0,0,238,0.539,0.374,0.0192,7
4378,136,3,3,1,1,139,139,417,159,164.5615,387.3619,89.2749,77.1298,140.3932,417,139.0,2,17019,1,557,0.0942,0.2207,0.0156,5
1876,58,1,2,1,1,239,179,259,179,136.0744,435.1839,188.0425,54.7768,56.5199,179,179.0,0,0,1,179,0.1373,0.2394,0.0272,8
6102,180,1,1,1,0,179,179,179,159,304.2014,144.5424,365.5708,60.5,58.0086,179,179.0,0,0,0,0,0.0656,0.1126,0.0173,5
3341,102,1,1,1,0,99,139,139,119,177.0064,172.0182,175.0457,8.2006,4.9244,139,139.0,0,0,0,0,0.114,0.3265,0.0248,6
8058,251,1,1,1,0,0,139,139,258,0.0,231.8361,0.0,55.0568,57.639,139,139.0,0,0,0,0,0.3208,0.3358,0.0288,7
8752,277,1,1,1,1,139,99,99,338,280.0875,150.5623,225.1089,59.5189,54.5573,99,99.0,2,1192,0,0,0.2678,0.2588,0.0105,9
8690,276,1,1,1,0,100,179,179,139,334.6211,106.5,308.1104,45.2134,22.8035,179,179.0,1,139,0,0,0.0918,0.1533,0.0314,7
1642,50,1,1,1,0,219,159,159,239,207.2981,194.6645,361.2478,166.6208,149.9483,159,159.0,1,517,0,159,0.2126,0.6131,0.0364,5
8378,263,2,2,0,1,119,239,378,199,247.8003,140.1749,312.2707,70.7107,35.0464,378,189.0,0,0,0,0,0.0682,0.2802,0.0845,4
2307,73,1,1,1,0,20,199,199,259,68.0661,134.6124,41.0,27.1662,62.2013,199,199.0,0,0,1,819,1.8132,1.8132,0.0123,6
9546,294,1,1,1,0,199,159,159,99,296.5611,231.2926,242.0331,58.2001,44.3847,159,159.0,0,0,0,0,0.3426,0.6081,0.0267,5
9201,288,1,2,1,0,99,199,318,80,269.2438,234.0192,312.5188,46.0,62.155,179,179.0,0,0,0,179,0.0632,0.2302,0.0257,4
8232,256,1,1,1,1,159,179,179,239,207.1183,122.55,208.3555,20.5548,19.8116,179,179.0,2,3914,0,755,0.1739,0.3344,0.0153,8
365,11,1,1,1,0,159,239,239,99,370.9761,134.1827,448.2957,82.5969,90.0888,239,239.0,0,0,0,478,0.0949,-0.0176,0.022,6
323,10,1,1,1,0,179,219,219,239,67.1863,146.5341,50.6952,26.0432,34.1248,219,219.0,0,0,0,0,-0.0006,0.0354,0.0375,6
10601,324,1,1,1,0,99,139,139,99,301.0814,600.0675,93.1933,197.4285,207.7655,139,139.0,1,477,0,0,0.2447,0.2447,0.0242,5
5842,173,1,1,0,1,278,258,258,139,95.0053,0.0,44.2719,58.3802,43.7778,99,99.0,1,893,0,99,0.214,0.214,0.0178,3
3516,108,1,1,1,0,119,80,80,179,186.6936,190.6948,117.3882,70.7107,57.5,80,80.0,0,0,0,0,0.1493,0.3008,0.0154,8
802,24,1,1,0,1,179,99,99,179,155.0887,374.3237,99.5038,53.1907,47.5631,99,99.0,0,0,1,0,0.0586,0.1211,0.0109,5
1645,50,2,2,0,1,139,338,517,0,161.7235,0.0,198.7586,36.225,63.3581,517,258.5,0,0,1,517,0.6131,0.2456,0.1183,6
3672,115,2,2,1,0,119,80,160,80,61.1249,49.4495,84.7231,85.7467,84.8999,160,80.0,0,0,0,0,0.389,0.2135,0.0326,6
9209,288,1,1,1,0,119,139,139,159,464.8376,149.6563,559.473,90.5221,103.6979,139,139.0,0,0,0,0,0.1737,0.2302,0.0199,5
10722,329,1,1,1,0,139,238,238,139,129.3957,304.0695,273.3093,191.9753,179.5007,238,238.0,0,0,0,0,0.177,0.3065,0.0419,4
1976,61,1,1,1,0,99,219,219,199,161.5279,111.2205,100.0,68.4635,92.9852,80,80.0,1,159,1,400,0.0969,0.3309,0.0064,7
3802,122,1,1,1,0,80,219,219,139,110.8558,276.2829,139.3018,30.9919,44.5112,219,219.0,0,0,1,219,0.1433,0.3958,0.0389,6
4959,151,1,1,1,0,219,219,219,219,62.5879,92.6998,71.218,93.086,102.1494,219,219.0,0,0,0,0,0.2431,0.2886,0.0317,3
7739,239,2,1,1,1,159,219,219,99,230.8246,230.8252,394.0051,168.5007,55.8614,299,149.5,1,278,0,1433,0.0021,0.0411,0.0426,6
4594,142,1,1,1,1,99,199,199,278,842.5095,137.609,915.0049,69.1809,54.3921,278,278.0,0,0,0,1152,0.3452,0.3682,0.02,5
7762,239,1,1,0,0,119,139,139,99,388.9248,106.2309,491.4489,101.5111,94.1608,139,139.0,1,238,1,417,0.1806,0.3861,0.0198,5
7498,229,1,1,0,1,179,119,119,99,113.1106,262.0558,72.7805,50.0899,36.0555,119,119.0,0,0,0,0,0.0647,0.0282,0.0171,6
8098,253,1,1,1,0,159,179,179,179,112.9469,137.5582,142.762,69.5881,66.4172,179,179.0,0,0,0,0,0.1499,0.0559,0.0329,5
2874,87,1,1,1,1,0,199,199,199,146.237,84.257,267.5407,128.7245,119.0599,319,319.0,1,618,0,319,1.5457,1.9487,0.0409,4
10408,317,2,1,1,1,179,179,179,119,869.0092,0.0,888.0,33.7231,52.024,398,199.0,0,0,0,1194,0.6747,0.2542,0.0654,6
130,4,1,1,1,0,179,239,239,119,189.3621,183.892,257.841,83.3802,90.2441,239,239.0,0,0,0,1195,0.2875,0.556,0.0301,7
7535,230,3,3,1,0,179,99,735,99,339.0033,219.0462,281.6416,61.6847,56.3405,735,245.0,0,0,0,735,0.0717,0.1997,0.1456,7
9560,295,1,1,1,0,80,139,139,179,327.9489,176.1817,409.1577,81.8841,86.419,139,139.0,0,0,0,0,0.1191,0.2236,0.0274,4
4714,145,1,1,1,1,199,199,199,219,118.3311,156.0513,102.0784,18.3848,5.5902,199,199.0,0,0,1,199,0.1872,0.0567,0.024,8
7152,219,1,1,1,0,139,259,259,99,278.8301,338.6333,278.4601,29.3471,21.691,259,259.0,1,99,0,100,0.1556,0.1586,0.0412,7
9301,289,1,1,1,1,139,159,159,80,99.6356,145.8261,194.1649,91.444,109.9022,99,99.0,2,636,1,993,0.2007,0.2977,0.0048,6
8320,259,1,1,1,0,179,179,179,119,115.434,135.0796,92.7793,27.4089,37.5832,179,179.0,0,0,0,0,0.1414,0.5084,0.0335,6
2812,85,1,1,0,0,179,718,718,319,218.5366,476.1158,169.1892,56.0803,154.9492,718,718.0,1,1655,0,0,1.9287,1.9287,0.0652,5
530,17,1,1,1,0,0,99,99,99,0.0,276.6464,0.0,101.8835,95.0815,99,99.0,0,0,0,0,0.1243,0.1968,0.0214,8
5319,160,1,1,1,0,258,179,179,239,93.9601,197.7758,101.1187,33.7083,22.2036,179,179.0,0,0,0,179,0.1937,0.3512,0.0441,5
3093,94,1,1,1,0,120,399,399,319,69.5701,51.4782,122.262,64.9942,12.9035,399,399.0,0,0,0,0,0.5371,1.9801,0.0672,3
8584,272,1,1,0,1,179,219,219,199,137.7679,28.2312,138.463,2.6926,25.2389,219,219.0,1,298,0,99,0.1447,0.3817,0.081,8
3797,121,2,2,1,0,298,179,358,179,45.401,0.0,96.0417,52.3116,37.0844,358,179.0,0,0,0,0,0.2943,0.2943,0.1079,3
429,13,1,1,1,0,179,199,199,139,201.6216,224.0201,64.0703,130.2546,131.5038,199,199.0,0,0,0,0,0.0433,0.2168,0.0382,6
2975,91,1,1,1,0,179,259,259,179,110.5226,169.5007,64.4748,59.1143,105.7095,259,259.0,0,0,0,0,0.0316,0.0116,0.0231,8
7876,243,1,1,1,1,99,99,99,119,428.3206,548.3833,359.1685,78.9208,88.132,99,99.0,2,1251,0,99,0.1328,0.1348,0.0226,7
7511,229,1,1,1,0,119,80,80,139,209.5376,288.8706,230.8939,37.5133,52.6522,80,80.0,2,2705,0,398,0.1212,0.1432,0.0115,7
1439,44,2,2,1,1,99,179,318,278,114.1337,87.0919,156.5886,80.6505,23.6907,318,159.0,1,4592,1,1494,0.1921,0.2496,0.0213,6
946,29,1,1,1,0,159,119,119,80,106.0389,381.1263,105.7592,8.0156,6.1847,119,119.0,0,0,0,0,0.1339,0.2099,0.0407,3
5180,157,1,1,0,1,199,258,258,99,167.5,105.5296,122.0369,45.8939,68.7841,258,258.0,0,0,0,0,0.1728,0.1128,0.0266,7
404,12,1,1,1,0,99,99,99,219,117.0043,133.0564,50.448,68.1652,59.0021,99,99.0,0,0,0,0,0.2943,0.2978,0.0179,5
4193,133,1,1,0,1,100,159,159,199,273.0298,0.0,315.1587,43.4885,32.1636,437,437.0,0,0,0,318,0.205,0.205,0.0313,6
5106,155,1,1,1,1,80,219,219,239,91.9157,197.0971,83.672,21.2132,39.4081,119,119.0,2,497,1,219,0.1798,0.1288,0.0107,5
7452,227,1,1,0,1,99,199,199,99,100.5547,142.5219,86.8159,15.8114,17.0294,199,199.0,0,0,0,0,0.0867,0.1602,0.019,5
