,label
10326,1
2924,2
689,1
2797,2
5341,2
9702,2
5848,0
2475,1
1010,1
3421,1
335,0
6454,0
4603,0
6206,0
10619,1
2067,0
6133,1
9441,2
2652,2
10220,2
3841,1
2536,1
6536,1
5605,1
2925,2
1319,0
7324,1
5835,0
8108,0
2770,2
8504,2
9204,1
7541,0
5206,1
4626,2
4084,0
8300,0
3945,2
1152,2
570,1
8772,0
2320,2
3844,0
211,2
1599,2
6137,1
9234,0
3292,2
6337,1
2207,2
9752,0
5624,1
267,2
10741,1
10750,2
3168,1
1000,2
5681,1
6069,2
9581,2
6158,1
5503,0
1792,2
4240,0
4734,1
4222,1
1366,2
2608,2
3726,1
4163,2
7519,1
10252,1
6392,2
7098,2
2112,2
7018,1
5705,0
594,0
8617,2
528,1
10228,1
3703,0
8369,0
16,1
3767,2
9867,1
8779,2
8895,1
1112,2
8498,2
7273,1
710,0
2054,0
3917,2
10863,1
5524,1
7516,1
10397,2
3142,0
3558,1
288,1
2681,0
8124,1
10777,0
7642,0
1493,2
9134,2
884,0
3809,2
1462,0
10054,0
6378,1
6156,1
4258,1
6593,0
5044,2
5564,1
8666,0
39,2
1409,1
10656,0
8718,2
6383,2
2762,0
8700,0
3155,0
1547,1
9829,0
245,2
7523,1
803,0
9857,1
645,0
1324,0
1179,2
7366,2
1348,0
3363,1
2574,2
3454,1
3591,1
3469,2
10081,1
856,1
6231,1
9155,2
9068,0
1710,2
3549,0
3364,2
3989,0
1332,0
10272,1
1170,2
8548,2
3573,2
8356,2
76,0
10859,2
4988,2
8455,0
3640,0
3616,0
700,1
858,0
3204,1
8153,1
4270,2
7110,1
9112,1
7268,2
207,2
9457,0
5181,1
5454,0
10117,0
7524,1
9665,0
8102,0
1423,2
4157,2
9298,0
2593,1
9446,1
835,2
1385,0
2778,1
5385,2
4389,0
4741,1
10429,0
9840,0
2768,2
2715,1
6147,0
2698,0
